question,response
What is the payment collection method for CHERRY Shipping Line's branch offices in China?,"Branch offices in Shanghai, Dalian, Qingdao, Nanjing, Tianjin, Ningbo, Xiamen, Guangzhou, Zhongshan, and Shenzhen are eligible to collect payment directly."
Does CHERRY shipping line require advance notification and approval for all shipments to Qatar?,"No, advance notification and approval is only required for certain commodities."
What are the normal working hours for the Doraleh Multipurpose Port (DMP)?,The Doraleh Multipurpose Port (DMP) has 24/7 operations for vessel and yard activities.
What documents are required for customs clearance in Taiwan?,"Customs clearance in Taiwan requires a Commercial Invoice, Packing List, Bill of Lading, Import License (if applicable), and a Certificate of Origin (if applicable)."
What type of Bill of Lading is accepted by CHERRY Shipping Line for shipments to Argentina?,CHERRY Shipping Line only accepts Original Bill of Lading (OBL) for shipments to Argentina. Sea Waybills (SWB) and Telex Release are not accepted.
What is the minimum required time for advance manifest submission for both import and transit shipments with CHERRY shipping line?,"For both import and transit shipments, the advance manifest submission must be done at least 24 hours before the vessel's arrival."
What contact information is required for both the shipper and consignee when booking a shipment with CHERRY shipping line?,"Both the shipper and consignee must provide a phone number with the country and area code, as well as a mandatory email address."
What are the demurrage charges for a 20' dry container after the initial 3 days of free time?,"Demurrage charges for a 20' dry container are USD 50 per day for days 1-5, USD 100 per day for days 6-10, and USD 150 per day from day 11 onwards."
What currency should be specified for itemized charges on the Bill of Lading?,The currency should preferably be in USD or AED.
What are some examples of restricted items that may require special permits or licenses for import into Malaysia?,"Examples of restricted items that may require special permits or licenses for import into Malaysia include used machinery and equipment, certain chemicals and pharmaceuticals, and some food products and agricultural goods."
What currency is preferred for local charges in Turkey when shipping with CHERRY?,Turkish Lira (TRY) is the preferred currency for local charges.
"When shipping to the UAE with CHERRY shipping line, what specific details are required for the description of machinery cargo?","For machinery cargo, you need to provide the make, model, and serial number of the equipment."
What types of goods are prohibited from being loaded on CHERRY vessels?,"Tobacco, alcoholic beverages, and veterinary goods are not allowed to be loaded on CHERRY vessels."
"What is the deadline for submitting an advance manifest for import shipments with CHERRY shipping line?
2.",The advance manifest must be submitted at least 24 hours before the vessel's arrival.
What is the typical free time for container pickup after discharge for imported cargo in [Country]?,"Typically 4-5 days from discharge, but this can vary depending on the terminal's policies."
Are there specific labelling requirements for importing alcohol and tobacco into Denmark?,"Yes, specific labelling requirements apply to alcohol and tobacco imports."
"What contact information is required for the shipper, consignee, and notify party?","A phone number with the country and area code and an email address are mandatory for the shipper, consignee, and notify party."
